"Symbol","StkShortName","IPODate","Ownership","DelistedDate","Board","IndustryNameB","IndustryCodeB","IndustryNameA","IndustryCodeA","RegisterCapital","BusinessScope"
"603305","旭升股份","2017-07-10","中外合资","","主板","有色金属冶炼及压延加工业","C32","工业","0005","447038482","汽车模具及配件、摩托车模具、塑料模具及制品、汽车配件、注塑机配件、机械配件、五金件的研发、制造、加工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603306","华懋科技","2014-09-26","中外合资","","主板","汽车制造业","C36","工业","0005","308740206","工程和技术研究和试验发展;汽车零部件及配件制造;化纤织造加工;其他非家用纺织制成品制造;运动防护用具制造;非医用日用防护口罩生产;医用防护口罩生产;其他未列明医疗设备及器械制造。(以上经营项目不含外商投资准入特别管理措施范围内的项目)"
"603308","应流股份","2014-01-22","私营企业","","主板","专用设备制造业","C35","工业","0005","487962086","通用设备、工程机械设备、交通运输设备零部件制造、销售与技术开发。"
"603309","维力医疗","2015-03-02","中外合资","","主板","专用设备制造业","C35","工业","0005","260000000","医疗用品及器材零售(不含药品及医疗器械);医疗卫生用塑料制品制造;普通劳动防护用品制造;机械治疗及病房护理设备制造;口腔科用设备及器具制造;假肢、人工器官及植(介)入器械制造;医疗诊断、监护及治疗设备批发;医疗诊断、监护及治疗设备制造;医疗实验室设备和器具制造;医疗、外科及兽医用器械制造;医疗诊断、监护及治疗设备零售;医用消毒设备和器具制造;外科、牙科等医疗专用设备及器械制造;特种劳动防护用品制造"
"603311","金海高科","2015-05-18","私营企业","","主板","专用设备制造业","C35","工业","0005","210000000","一般项目:生物基材料技术研发;物联网技术研发;软件开发;环境保护专用设备制造;塑料制品制造;金属结构制造;产业用纺织制成品生产;制冷、空调设备制造;家用电器制造;模具制造;第一类医疗器械生产;第一类医疗器械销售;第二类医疗器械销售;特种劳动防护用品生产;特种劳动防护用品销售;卫生用品和一次性使用医疗用品销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。许可项目:第二类医疗器械生产;用于传染病防治的消毒产品生产;卫生用品和一次性使用医疗用品生产;货物进出口;技术进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。"
"603313","梦百合","2016-10-13","私营企业","","主板","家具制造业","C21","工业","0005","341190847","研究、开发家居材料;功能性家居用品设计;家居用品(家用纺织品、软体家具、母婴用品、海绵制品)、低回弹阻燃海绵生产、加工、销售;化学原料销售(危险品除外);批发(不带仓储)经营甲苯-2,4-二异氰酸酯、二苯甲烷二异氰酸酯、辛酸亚锡;经营本企业自产产品及技术和本企业所需的机械设备、零配件、原辅材料的进出口业务(国家限定企业经营或禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603315","福鞍股份","2015-04-24","私营企业","","主板","通用设备制造业","C34","工业","0005","307026264","许可项目:可用作原料的固体废物进口,货物进出口,技术进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。一般项目:黑色金属铸造,有色金属铸造,汽轮机及辅机制造,专用设备制造(不含许可类专业设备制造),物料搬运装备制造,金属结构制造,模具制造,模具销售,金属矿石销售,非金属矿及制品销售,耐火材料销售,再生资源销售,生产性废旧金属回收,再生资源加工,普通机械设备安装服务,工业设计服务(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。"
"603316","诚邦股份","2017-06-19","私营企业","","主板","土木工程建筑业","E48","房地产","0003","203280000","环境治理工程、土壤修复工程、水污染治理工程、大气污染治理工程、地质灾害治理工程、固体废物治理工程的设计、施工、运营管理,园林绿化工程、市政工程、园林古建筑工程、房屋建筑工程、土石方工程、水利水电工程、公路工程、建筑智能化工程、照明工程的施工及运营管理,城乡规划设计,旅游信息咨询,旅游项目开发,景区管理服务,旅游服务(不含旅行社),文化创意策划,花木的种植、销售,园林机械、建筑材料、初级食用农产品的销售,实业投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603317","天味食品","2019-04-16","私营企业","","主板","食品制造业","C14","工业","0005","600984750","食品、调味料研发、生产及销售;仓储服务;销售机械设备;软件设计、开发和销售;农产品初加工及销售;中央厨房;肉制品、水产品、蔬菜制品、蔬菜初加工品(净菜)的生产及销售;食品检验及咨询服务;企业管理咨询;商务服务业;第二类增值电信业务中的信息服务业务;互联网商品销售;餐饮服务;预包装食品(含冷藏冷冻食品)、散装食品销售、热食类食品制售;速冻食品的生产及销售;普通货运;货物专用运输(冷藏保鲜);从事货物进出口与技术进出口的对外贸易经营。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"603318","派思股份","2015-04-24","中外合资","","主板","专用设备制造业","C35","工业","0005","402162277","煤气、燃气系统工程设备的生产及安装自产产品。(涉及行政许可证的,须经批准后方可开业经营)***(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603319","湘油泵","2016-11-30","私营企业","","主板","汽车制造业","C36","工业","0005","104901550","生产、销售机械设备整机及其零部件;销售汽车(不含小轿车)、摩托车及零部件;从事机械科技领域内的技术开发、技术服务、技术转让、技术咨询服务;汽车零部件再制造;物业管理;房屋租赁;自营和代理各类商品和技术的进出口(国家限定经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603320","迪贝电气","2017-05-02","私营企业","","主板","通用设备制造业","C34","工业","0005","100000000","生产、销售各类电机、新型机电元件、精密轴承(电机及新型机电元件专用);货物进出口(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)"
"603321","梅轮电梯","2017-09-15","私营企业","","主板","通用设备制造业","C34","工业","0005","307000000","生产:立体车库、机械配件、电梯配件;乘客电梯、载货电梯、(凭有效许可证经营)自动扶梯、自动人行道整机制造、安装、改造和维修;经销:电扶梯及各种机械零配件;货物进出口(法律、行政法规禁止的除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603322","超讯通信","2016-07-28","私营企业","","主板","软件和信息技术服务业","I65","公用事业","0002","156520000","电子、通信与自动控制技术研究、开发;软件开发;通讯终端设备批发;计算机零售;货物进出口(专营专控商品除外);房屋建筑工程施工;机电设备安装服务;建筑幕墙工程专业承包;建筑物电力系统安装;对外承包工程业务;通信线路和设备的安装;广播电视及信号设备的安装;广播电视传输设施安装工程服务;通信基站设施租赁;安全技术防范系统设计、施工、维修;电力输送设施安装工程服务;建筑钢结构、预制构件工程安装服务;技术进出口;城市及道路照明工程施工;工程施工总承包;计算机网络系统工程服务;建筑物空调设备、通风设备系统安装服务;企业管理服务(涉及许可经营项目的除外);企业自有资金投资;工程环保设施施工;计算机批发;软件批发;建筑劳务分包;软件零售;通讯设备及配套设备批发;网络技术的研究、开发;信息技术咨询服务;无源器件、有源通信设备、干线放大器、光通信器件、光模块的制造;通信终端设备制造;装卸搬运;通信传输设备专业修理;劳务承揽;接受委托从事劳务外包服务;信息系统集成服务;计算机及通讯设备租赁;工程总承包服务;架线工程服务;工程技术咨询服务;城市及道路照明工程服务;照明系统安装;电子自动化工程安装服务;电子设备工程安装服务;施工现场质量检测;智能化安装工程服务;楼宇设备自控系统工程服务;信息系统安全服务;网络安全信息咨询;建筑工程后期装饰、装修和清理;土石方工程服务;工程排水施工服务;安全技术防范产品制造;安全智能卡类设备和系统制造;通信系统设备制造;供用电的抄表服务;用电报装、用电增容报装服务;一体化机柜制造;通信设施安装工程服务;机电设备安装工程专业承包;集中抄表装置的设计、安装、维修;电力抄表装置、负荷控制装置的设计、安装、维修;充电桩设施安装、管理;信息电子技术服务;保安监控及防盗报警系统工程服务;智能卡系统工程服务;通信系统工程服务;室内装饰、装修;监控系统工程安装服务;日用电器修理;移动电信业务代理服务;固定电话业务代理服务;固定宽带业务代理服务;增值电信服务(业务种类以《增值电信业务经营许可证》载明内容为准);建筑劳务派遣;物联网服务;承装(修、试)电力设施;防雷工程专业施工;有线广播电视传输服务;无线广播电视传输服务;劳务派遣服务;防雷工程专业设计服务;对外劳务合作;代收代缴水电费;光伏设备及元器件制造;太阳能光伏供电系统的安装及售后服务;锂离子电池制造;镍氢电池制造;锌镍蓄电池制造;其他电池制造(光伏电池除外);配电开关控制设备制造;开关电源制造;开关电源修理;再生物资回收与批发;工程勘察设计、工程地质勘查服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603323","苏农银行","2016-11-29","私营企业","","主板","货币金融服务","J66","金融","0001","1803061543","吸收公众存款;发放短期、中期和长期贷款;办理国内外结算业务;办理票据承兑与贴现;代理收付款及代理保险业务;代理发行、代理兑付、承销政府债券;买卖政府债券和金融债券;从事同业拆借;提供保管箱服务;外汇存款;外汇贷款;外汇汇款;外币兑换;结汇、售汇;资信调查、咨询、见证业务;经银行业监督管理机构和有关部门批准的其他业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603326","我乐家居","2017-06-16","中外合资","","主板","家具制造业","C21","工业","0005","316638000","家具、厨房卫生间用具、家居装饰;新型建筑材料(轻质高强多功能墙体材料、高档环保型装饰装修材料、优质防水密封材料、高效保温材料);日用品、配件和附件;木制品(木地板);石英石台面的设计、生产;装饰材料、涂料、瓷砖;家用电器、燃气灶具、吸油烟机、消毒柜、燃气热水器、电热水器、电磁炉、烤箱、洗碗机、微波炉、水龙头、水槽(国家禁止和限制的产品除外)的委托生产及相关配套服务,销售自产产品。"
"603327","福蓉科技","2019-05-23","国营或国有控股","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","401000000","通信设备(不含无线电发射设备)、电子产品元器件、零配件的研发、生产和销售;电脑、手机等移动终端产品的铝制关键零部件新材料及精密深加工件的研发、制造和销售;进料加工、来料加工;货物进出口、技术进出口;与公司产品相关的技术咨询、技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603328","依顿电子","2014-07-01","中外合资","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","998442611","生产经营线路板、HDI(即高密度互连积层板)印刷线路板、液晶显示器及其附件、覆铜板。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"603329","上海雅仕","2017-12-29","私营企业","","主板","装卸搬运和运输代理业","G58","公用事业","0002","132000000","一般项目:实业投资,投资管理,资产管理,从事货物及技术的进出口业务,金属材料、化工原料及产品(危险化学品详见许可证)、矿产品、煤炭、机电产品、谷物、豆及薯类、畜牧渔业饲料、棉、麻的销售,计算机软硬件的研发、销售,货运代理。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
"603330","上海天洋","2017-02-13","私营企业","","主板","化学原料及化学制品制造业","C26","工业","0005","152880000","共聚酯热熔胶、共聚酰胺热熔胶、聚氨酯热熔胶、EVA热熔胶的生产,化工原料及产品(除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品)、机械设备及配件、纺织品、橡塑制品、室内装饰材料的销售,从事货物进出口及技术进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603331","百达精工","2017-07-05","私营企业","","主板","电气机械及器材制造业","C38","工业","0005","178950520","空调压缩机、冰箱压缩机、空气压缩机及设备配件、汽车零配件(不含发动机)、五金机械电器配件制造、加工、销售。(依法须经批准的项目,经相关部门核准后方可开展经营活动)"
"603332","苏州龙杰","2019-01-17","私营企业","","主板","化学纤维制造业","C28","工业","0005","118938000","化学纤维及化学纤维品制造、加工,化纤原料购销;自营和代理各类商品及技术的进出口业务(国家限定企业经营和禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603333","尚纬股份","2012-05-07","私营企业","","主板","电气机械及器材制造业","C38","工业","0005","520005000","生产、加工、销售、研发、设计:电线、电缆、加热电器、电缆桥架、电缆附件;经营本企业自产产品的出口业务;经营本企业生产所需的原辅材料,仪器仪表,机械设备及配件的进出口业务(国家限制经营和禁止出口的商品除外);收购包装物木材;电气安装;电气设备批发;信息技术咨询服务;检测服务、技术推广服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603335","迪生力","2017-06-20","中外合资","","主板","汽车制造业","C36","工业","0005","428144600","生产和销售各种机动车辆铝合金轮毂、车用灯具、保险杠、减震器等配件(不包括发动机),铝型材、异型材,各种五金制品的电镀,汽车、摩托车用精铸、精锻毛坯制造,轮胎销售,国内贸易,货物或技术进出口(不含限制类,涉及行业许可管理的,按国家有关规定办理)。(以上项目不涉及外商投资准入特别管理措施)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"603336","宏辉果蔬","2016-11-24","私营企业","","主板","农副食品加工业","C13","工业","0005","326774175","水果、蔬菜的收购、挑拣、包装、保鲜、冷藏、销售;食品生产;食品销售;新鲜水产品的收购、销售;非食用农产品的初加工;食用农产品批发;货物进出口,技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"603337","杰克股份","2017-01-19","中外合资","","主板","专用设备制造业","C35","工业","0005","444488220","缝纫机、服装机械设备及配件研发、制造、销售、技术咨询、技术服务,黑色金属铸造,缝制机械设备租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603338","浙江鼎力","2015-03-25","私营企业","","主板","专用设备制造业","C35","工业","0005","485485571","高空作业平台、多功能电力抢修平台、起重机械、建筑机械、液压机械、叉车制造、加工、经销,金属材料、建筑材料、化工原料(除化学危险品及易制毒化学品)、劳保用品经销,机械设备维修服务,货物进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动) "
"603339","四方科技","2016-05-19","私营企业","","主板","通用设备制造业","C34","工业","0005","210743750","冷冻设备、非标设备、换热设备、食品机械、罐式储运设备、特种集装箱、冷藏集装箱、压力容器、新型建筑节能板材、冷库、气调库及配套门窗的研发、制造、销售、安装、维修及技术服务;制冷成套设备安装、维修;防腐保温工程的设计、施工及技术服务;机电设备及配件、金属材料的销售;机电安装工程专业承包;压力管道安装;普通货物道路运输;自营和代理上述商品的进出口业务(国家限定公司经营或禁止进出口的商品除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603345","安井食品","2017-02-22","私营企业","","主板","农副食品加工业","C13","工业","0005","236674649","速冻食品制造;肉制品及副产品加工;鱼糜制品及水产品干腌制加工;收购农副产品(不含粮食与种子);经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外;其他未列明服务业(不含需经许可审批的项目)。"
"603348","文灿股份","2018-04-26","私营企业","","主板","金属制品业","C33","工业","0005","220000000","设计、制造、销售:汽车用和通讯、家用电器、机械、仪表用等各类压铸件,及其生产用模具等工艺装备和配件,货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"603351","威尔药业","2019-01-30","私营企业","","主板","医药制造业","C27","工业","0005","130666732","药用辅料、高级合成润滑材料、特种表面活性剂材料、精制工业盐的生产和销售;经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(国家限定公司经营或禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603353","和顺石油","2020-04-07","私营企业","","主板","零售业","F52","商业","0006","133380000","不带有储存设施经营汽油、柴油[闭杯闪点≤60℃]、溶剂油[闭杯闪点≤60℃](按许可证核定的期限和范围从事经营);带有储存设施经营汽油、柴油(限分支机构凭许可证经营);便利店零售;销售预包装食品、散装食品、乳制品(不含婴幼儿配方乳粉)、宠物系列食品及日用品、营养和保健食品、日用百货、家用电器及电子产品、国产酒类、进口酒类、燃料油、润滑油、石脑油(以上非成品油)、化工原料及产品(不含危险及监控化学品);餐饮服务;卷烟、雪茄烟零售(分支机构经营);汽车加气站经营;汽车美容、洗车、保养以及配件销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603355","莱克电气","2015-05-13","中外合资","","主板","电气机械及器材制造业","C38","工业","0005","401000000","从事从业、林业、园林机械、机具新技术设备及相配套的电机、水泵(含潜水电泵、微型电泵)、发动机、小型汽油发电机以及清洁器具、厨房器具等小电器的研发制造,生产非金属制品模具、精冲模、注塑等相关零部件和零配件,销售公司自产产品,及以上同类产品、一类和二类医疗器械的批发、进出口、佣金代理(拍卖除外)及相关业务并提供相关售后服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动) "
"603356","华菱精工","2018-01-24","私营企业","","主板","通用设备制造业","C34","工业","0005","133340000","电梯配件研发、制造和销售;钢结构件、新材料开发、制造和销售;钢结构工程施工、劳务分包;电梯配件以及钢材、矿石等电梯配件生产所需原材料购销及储运服务;电梯的销售、安装及维护、项目投资管理;进出口贸易;机电类设备研发、制造、销售、安装、改造、维修。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603357","设计总院","2017-08-01","国营或国有控股","","主板","专业技术服务业","M74","公用事业","0002","454542698","交通与城乡基础设施(道路、桥梁、隧道、港口、航道、轨道、交通工程、岩土、风景园林、给排水、建筑、结构等)、资源与生态及环境(保护、修复、防灾、治理与开发利用等)以及智能与信息化系统等工程的投资、规划、咨询、项目管理、勘察、设计、监理、检测、建造、运维、技术、装备和建筑材料开发与中介、总承包及对外承包工程。(以上依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603358","华达科技","2017-01-25","私营企业","","主板","汽车制造业","C36","工业","0005","313600000","汽车及汽车系统技术研发、成果转让;生产、加工汽车零部件总成件;设计、制造汽车夹具、检具、汽车车身外覆盖件冲压模具;从事货物和技术的进出口业务(不含进口商品的分销业务,国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603359","东珠生态","2017-09-01","私营企业","","主板","生态保护和环境治理业","N77","公用事业","0002","318640000","园林绿化工程、园林古建筑工程、市政公用工程、城市及道路照明工程、环保工程、矿山修复工程的施工;风景园林工程设计;绿化养护服务;生态环境保护技术的研发、技术咨询、技术服务与技术转让;花卉苗木的研发、销售;以下限分支机构经营:花卉苗木的种植。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603360","百傲化学","2017-02-06","中外合资","","主板","化学原料及化学制品制造业","C26","工业","0005","133340000","生产化工产品添加剂(涉及行政许可证的,须凭许可证经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603363","傲农生物","2017-09-26","私营企业","","主板","农副食品加工业","C13","工业","0005","517829056","生物制品的研发;饲料、饲料原料、饲料添加剂的销售;配合饲料(畜禽、幼畜禽、种畜禽)、浓缩饲料(畜禽、幼畜禽、种畜禽)、添加剂预混合饲料生产;畜牧和兽医科学研究与试验发展;动物营养保健品的技术开发;畜禽育种、饲养技术的开发;兽药(兽用生物制品除外)的销售;粮食的收购及销售;畜禽及水产品养殖、加工和销售;农业信息技术的开发与应用;互联网信息服务;对金融业、农业、畜牧业、农副食品加工业、信息技术服务业的投资;自营和代理商品及技术的进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603365","水星家纺","2017-11-20","私营企业","","主板","纺织业","C17","工业","0005","266670000","家用纺织品、床上用品、家居用品的研究开发、生产、销售,纺织品原材料的研究开发、销售,从事货物进出口及技术进出口业务,销售服装、鞋帽、箱包、计算机软件及辅助设备、家用电器、智能电子产品、电子元器件、医疗仪器设备及器械、灯具、厨具、卫生洁具、卫浴用品、日用化学产品、家具、玩具、陶瓷制品、水暖器材、电子产品、室内装饰品、室内外装饰材料、工艺品、建筑材料、展示器材、日用百货。【依法须经批准的项目,经相关部门批准后方可开展经营活动】"
"603366","日出东方","2012-05-21","私营企业","","主板","电气机械及器材制造业","C38","工业","0005","400000000","太阳能热水器、太阳能热利用产品、太阳能采暖系统、太阳能空调系统、热泵及相关产品的研发、制造、销售及技术服务；机电设备安装；自营和代理各类商品和技术的进出口业务，但国家限定企业经营和禁止进出口的商品和技术除外。"
"603367","辰欣药业","2017-09-29","私营企业","","主板","医药制造业","C27","工业","0005","453353000","片剂、软膏剂、乳膏剂、眼膏剂、滴眼剂、搽剂(均含激素类)、灌肠剂、洗剂、冻干粉针剂(含抗肿瘤药),大容量注射剂(含抗肿瘤药)、滴耳剂、滴鼻剂、硬胶囊剂、软胶囊剂、酊剂(外用)、冲洗剂、小容量注射剂(含激素类、抗肿瘤药)、粉针剂、原料药、特殊医学用途配方食品、第二类精神药品制剂的生产与销售(有效期限以许可证为准);货物与技术的进出口业务(国家限制或禁止的除外);药品研发技术服务;食品的生产、销售;保健食品“辰欣牌果味维生素C咀嚼片”、“辰欣牌钙咀嚼片(孕妇型)”、“辰欣牌钙咀嚼片(青少年儿童型)”、“辰欣牌维C加锌咀嚼片”、“辰欣牌叶酸铁片”、“辰欣牌维D3钙咀嚼片(中老年型)”的生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"603368","柳药股份","2014-12-04","私营企业","","主板","批发业","F51","商业","0006","259050441","药品的批发(凭许可证在有效期内经营,具体项目以审批部门批准的为准);预包装食品、保健食品、乳制品(含婴幼儿配方乳粉)、特殊医学用途配方食品零售兼批发;Ⅰ、Ⅱ、Ⅲ类医疗器械的批发兼零售;消杀用品(危险化学品除外)、润滑油、玻璃仪器、化学试剂、化妆品、防疫用品、日用百货的销售;包装材料的销售;计量器具和衡器、文化体育用品、健身器材、家用电器、农副产品、服装的销售;道路普通货物运输、货物专用运输(冷藏保鲜设备);货物运输代理及仓储服务;装卸搬运;医院药库管理服务;商务服务;营养健康咨询服务;医疗设备维修、医疗设备租赁服务;办公室设备租赁服务;房屋租赁,场地出租;医药企业管理策划,医药技术信息咨询,计算机软硬件、网络、信息技术服务;会议展览服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"603369","今世缘","2014-07-03","国营或国有控股","","主板","酒、饮料和精制茶制造业","C15","工业","0005","1254500000","白酒生产、销售本公司产品;配制酒的生产、销售;预包装食品批发与零售;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);品牌策划;酒类新产品开发;服装鞋帽制造、销售;设计、制作、代理一般广告;企业管理咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603377","东方时尚","2016-02-05","私营企业","","主板","教育","P82","公用事业","0002","588000000","机动车驾驶培训;销售日用百货。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
"603378","亚士创能","2017-09-28","私营企业","","主板","化学原料及化学制品制造业","C26","工业","0005","194800000","建筑环保节能装饰、环保节能、建筑装饰新材料专业领域内的技术开发、技术服务、技术咨询、技术转让,生产加工保温新材料;从事技术和货物进出口业务,实业投资,自有房屋租赁,物业管理,仓储服务(除危险品)。【依法须经批准的项目,经相关部门批准后方可开展经营活动】"
"603379","三美股份","2019-04-02","私营企业","","主板","化学原料及化学制品制造业","C26","工业","0005","436056455","化工产品的生产(具体产品详见《安全生产许可证》),化工产品的销售(具体经营方式和许可范围详见《中华人民共和国危险化学品经营许可证》)。酸级萤石粉销售;经营本企业自营进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603380","易德龙","2017-06-22","私营企业","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","160000000","研发、生产、销售与通讯、工控、医疗、汽车、航空航天等领域相配套的电子产品或组件,并提供相应的配套服务;研发、生产、销售与系统级封装行业相配套的电子产品或组件,并提供相应的配套服务;研发、销售企业管理软件,并提供相应的配套服务;经营与本企业相关的产品、设备、配件、原辅材料及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603383","顶点软件","2017-05-22","私营企业","","主板","软件和信息技术服务业","I65","公用事业","0002","120185240","电子计算机软件开发、销售;电子计算机批发、零售;计算机网络工程的设计及安装服务;电子计算机技术服务、技术咨询。(依法需经批准的项目,经相关部门批准后方可开展经营活动。)"
"603385","惠达卫浴","2017-04-05","私营企业","","主板","非金属矿物制品业","C30","工业","0005","369396444","生产和销售卫生陶瓷制品、建筑陶瓷制品、卫生陶瓷洁具配件、整体浴室、整体橱柜、建筑装饰、装修材料、高中档系列抛光砖、墙地板;坐便盖、水箱配件、塑料制品、卫生瓷配套产品;文化用纸、胶印纸的加工;原纸销售;纸板、纸箱加工;本企业生产、科研所需的原辅材料、机械设备、仪器、仪表及零配件的进口业务。医疗器械批发、零售;木制门窗批发、零售;普通货运;网上销售本公司自产的产品;自营代理各类商品和技术的进出口业务(国家限制和禁止的除外);模具及模具配件的生产和销售***(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"603386","广东骏亚","2017-09-12","中外合资","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","224492408","研发、生产和销售印制电路板、HDI线路板、特种线路板、柔性线路板,电子设备、移动通信系统及交换设备、电脑及其配件,半导体、光电子器件、电子元器件及其贴组装测试;货物进出口、技术进出口(法律、行政法规禁止的项目除外;法律、行政法规限制的项目须取得许可后方可经营)。产品在国内外市场销售。普通货运(凭许可证经营)。对在“惠州市惠城区三栋数码工业园25号区”的自有厂房进行出租。(以上项目不涉及外商投资准入特别管理措施)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"603387","基蛋生物","2017-07-17","私营企业","","主板","医药制造业","C27","工业","0005","260340871","实验、生产或办公用设备、配件的研发、生产、销售;生物、生化试剂和实验器材(除许可证事项外)的研发、生产、销售;一类、二类、三类医疗器械的研制、生产、销售;三类6840体外诊断试剂的研制、生产、销售;软件的研发、生产、销售;医疗器械和实验、生产或办公用设备的租赁、维修;医药、生物、生化科技的技术咨询、技术开发、技术转让和技术服务;自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)一般项目:技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
"603388","元成股份","2017-03-24","私营企业","","主板","土木工程建筑业","E48","房地产","0003","285142060","环保工程、水污染治理工程、土壤修复工程、大气污染治理工程、固体废物治理工程、园林绿化工程、园林古建筑工程、市政工程、水利水电工程、房屋建筑工程的勘察、设计、施工,城乡规划编制服务(凭许可证经营),旅游规划设计、室内装饰设计,环保技术、信息技术开发、技术咨询、技术服务,实业投资,资产管理(未经金融等监管部门批准,不得从事向公众融资存款、融资担保、代客理财等金融服务),经济信息咨询,企业管理服务,房屋租赁,物业管理,景区管理服务,会展服务,文化、体育活动的组织、策划,花卉、苗木技术开发与研究、种植、销售、养护,园林机械设备、建筑材料的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"603389","*ST 亚振","2016-12-15","私营企业","","主板","家具制造业","C21","工业","0005","262752000","家具的设计、制造、销售;铝木门窗、楼梯扶手、房屋装饰材料的生产、销售;家具、家居用品的批发;经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(国家限定公司经营或禁止进出口的商品及技术除外);家具安装服务;房屋租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)许可项目:住宅室内装饰装修(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)一般项目:建筑装饰材料销售;专业设计服务(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
